placeId;name;address;category;description;city;reviewsCount;totalScore;hotelStars;postalCode;imageUrl;url;location/lat;location/lng;phone;openingHours/0/day;openingHours/0/hours;openingHours/1/day;openingHours/1/hours;openingHours/2/day;openingHours/2/hours;openingHours/3/day;openingHours/3/hours;openingHours/4/day;openingHours/4/hours;openingHours/5/day;openingHours/5/hours;openingHours/6/day;openingHours/6/hours
ChIJk6VMciMo1i0RgNaABoKDp9Y;Grand Citihub Hotel @Kajoetangan;Jl. Jenderal Basuki Rahmat No.56, Kauman, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia;Hotel;Contemporary budget hotel offering complimentary breakfast, plus a hip lobby lounge & a terrace.;Malang City;2670;4.1;3-star hotel;65119;https://lh5.googleusercontent.com/p/AF1QipMCssjGdw2iyUAeQ0bSAcYB02MGXszbov1bufrk=w408-h306-k-no;https://www.google.com/maps/search/?api=1&query=Grand%20Citihub%20Hotel%20%40Kajoetangan&query_place_id=ChIJk6VMciMo1i0RgNaABoKDp9Y;-7.977098;112.629597;+62 341 3030000;;;;;;;;;;;;;;
ChIJI_Wu2SIo1i0RtHCDaFzEBGw;Huize Jon Hostel Malang;Pertokoan Kayutangan, Jl. Majapahit No.6 H7, Kauman, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia;Hostel;;Malang City;119;4.7;2-star hotel;65119;https://lh5.googleusercontent.com/p/AF1QipMC98efPVlsfc3KEPB41yceLq0qfffLtNhrBVoA=w408-h272-k-no;https://www.google.com/maps/search/?api=1&query=Huize%20Jon%20Hostel%20Malang&query_place_id=ChIJI_Wu2SIo1i0RtHCDaFzEBGw;-7.9796256;112.6308257;+62 812-3306-6434;;;;;;;;;;;;;;
ChIJne8oXRco1i0RYgg1T-n3gtY;The Alimar Hotel;Jl. Pasar Besar No.58, Sukoharjo, Kec. Klojen, Kota Malang, Jawa Timur 65118, Indonesia;Hotel;Warm rooms in an unpretentious property offering a restaurant, a bar & a convenience store.;Malang City;1257;4.2;3-star hotel;65118;https://lh5.googleusercontent.com/p/AF1QipMdy3NOuuhu4X2kIZKdVXJ9BmmfQdb9QH8GrMAN=w408-h271-k-no;https://www.google.com/maps/search/?api=1&query=The%20Alimar%20Hotel&query_place_id=ChIJne8oXRco1i0RYgg1T-n3gtY;-7.9860364;112.6323986;+62 877-8636-7779;;;;;;;;;;;;;;
ChIJwdsorDwo1i0REKCqThWXrmI;Tuwuh Hotel at Kayutangan;Jl. Kahuripan No.9, RW.3, Kauman, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia;Hotel;Unfussy rooms & suites in an informal hotel featuring a 24/7 restaurant & a coffee shop.;Malang City;2394;4.1;3-star hotel;65111;https://photos.hotelbeds.com/giata/original/25/256426/256426a_hb_a_005.jpg;https://www.google.com/maps/search/?api=1&query=Tuwuh%20Hotel%20at%20Kayutangan&query_place_id=ChIJwdsorDwo1i0REKCqThWXrmI;-7.9769735;112.6323513;+62 811-3502-133;;;;;;;;;;;;;;
ChIJqXUqaJmCeC4R0XLBhmBbCyc;Hostel Wees een kind;Pembina Jl. Markisa No.2, Pisang Candi, Kec. Sukun, Kota Malang, Jawa Timur 65146, Indonesia;Hostel;;Malang City;32;4.7;;65146;https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/e3/c7/6c/photo1jpg.jpg?w=1900&h=1400&s=1;https://www.google.com/maps/search/?api=1&query=Hostel%20Wees%20een%20kind&query_place_id=ChIJqXUqaJmCeC4R0XLBhmBbCyc;-7.978623;112.612415;+62 813-1781-8787;;;;;;;;;;;;;;
ChIJ-ynXiCQo1i0Ri_h-_r1kL_E;Whiz Prime Hotel Basuki Rahmat Malang;Jl. Jenderal Basuki Rahmat No.85-87, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia;Hotel;Simply furnished rooms in a down-to-earth budget hotel offering a rooftop outdoor pool & city views.;Malang City;5477;4.4;3-star hotel;65119;https://lh5.googleusercontent.com/p/AF1QipMjftC8g27AwtZGf1u2YsBceM_ajxBDL62VuBmK=w408-h408-k-no;https://www.google.com/maps/search/?api=1&query=Whiz%20Prime%20Hotel%20Basuki%20Rahmat%20Malang&query_place_id=ChIJ-ynXiCQo1i0Ri_h-_r1kL_E;-7.9760377;112.6291313;+62 341 3030888;;;;;;;;;;;;;;
ChIJzfjcSpyCeC4RHFTM4Q_t0b4;Rumah Larasati;Jl. Semangka No.16, Bareng, Kec. Klojen, Kota Malang, Jawa Timur 65116, Indonesia;Hostel;;Malang City;229;4.7;1-star hotel;65116;https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/f1/a9/cc/rumah-larasati.jpg?w=1500&h=1000&s=1;https://www.google.com/maps/search/?api=1&query=Rumah%20Larasati&query_place_id=ChIJzfjcSpyCeC4RHFTM4Q_t0b4;-7.9762512;112.6168217;+62 813-3484-1136;;;;;;;;;;;;;;
ChIJn45-QRgo1i0RnoV59YKO7Go;Hotel Pelangi;Jl. Merdeka Selatan No.3, Kauman, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia;Hotel;Relaxed hotel in a 1915 property offering a refined restaurant, a cafe & an outdoor pool.;Malang City;2198;4.3;4-star hotel;65119;https://lh5.googleusercontent.com/p/AF1QipPmqPpDpT89kJeSn715G-FHFZHV3WgUmwQrNVeq=w408-h256-k-no;https://www.google.com/maps/search/?api=1&query=Hotel%20Pelangi&query_place_id=ChIJn45-QRgo1i0RnoV59YKO7Go;-7.9836023;112.6298098;+62 341 365156;;;;;;;;;;;;;;
ChIJaeLpRk4p1i0R-4uPjnWyhNw;Snooze Hostel Malang;Jl. Doktor Sutomo No.21, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia;Youth hostel;Informal hostel offering low-key dorms & private rooms, plus lounges & a garden.;Malang City;139;4.9;;65111;https://lh5.googleusercontent.com/p/AF1QipOmOkm1BFrjgUqljdCxjbnRDjZZNDEZwecOkL6U=w408-h272-k-no;https://www.google.com/maps/search/?api=1&query=Snooze%20Hostel%20Malang&query_place_id=ChIJaeLpRk4p1i0R-4uPjnWyhNw;-7.9706877;112.6348681;+62 821-8218-4800;;;;;;;;;;;;;;
ChIJkVmLbJgp1i0RSB4DwNMH0PQ;Tychi Hotel;Jl. Jaksa Agung Suprapto No.17, Samaan, Kec. Klojen, Kota Malang, Jawa Timur 65112, Indonesia;Hotel;Warmly decorated quarters in an informal hotel offering a restaurant/cafe & an outdoor pool.;Malang City;1180;4;4-star hotel;65112;https://lh5.googleusercontent.com/p/AF1QipOCgi0muF-H2rAXs9jBSvT_2CmA-bwkJxg2IeRx=w408-h272-k-no;https://www.google.com/maps/search/?api=1&query=Tychi%20Hotel&query_place_id=ChIJkVmLbJgp1i0RSB4DwNMH0PQ;-7.9729354;112.6304549;+62 822-6444-1414;;;;;;;;;;;;;;
ChIJ58jOarYp1i0R-1NtWnFPaL4;The Aliante Hotel & Convention Center;Jl. Aries Munandar No.41-45, Kiduldalem, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia;Hotel;Elegant hotel offering an indoor pool & an exercise room, plus a restaurant & event space.;Malang City;2936;4.2;3-star hotel;65119;https://lh5.googleusercontent.com/p/AF1QipNs0LqfD8L4tP3e4cf5RFmYH8SZQJgWx2BKTTjT=w408-h284-k-no;https://www.google.com/maps/search/?api=1&query=The%20Aliante%20Hotel%20%26%20Convention%20Center&query_place_id=ChIJ58jOarYp1i0R-1NtWnFPaL4;-7.9815235;112.6348243;+62 341 350350;;;;;;;;;;;;;;
ChIJ0zUbuTMo1i0Rz8KwgQmsLeI;Butik Capsule Hostel;Jl. W.R. Supratman No.2L, Rampal Celaket, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia;Hostel;Straightforward dorm rooms with bunk beds in a down-to-earth hostel featuring lockers.;Malang City;452;4.6;1-star hotel;65111;https://lh5.googleusercontent.com/p/AF1QipPLqDLJqvto1g4PBwfP_-1zvmhwp_aXm33WTxIy=w408-h306-k-no;https://www.google.com/maps/search/?api=1&query=Butik%20Capsule%20Hostel&query_place_id=ChIJ0zUbuTMo1i0Rz8KwgQmsLeI;-7.9648036;112.6357732;+62 813-3685-1515;;;;;;;;;;;;;;
ChIJCdMU2igo1i0Rg6b1qRjKWPM;The Shalimar Boutique Hotel Malang;Jl. Cerme No.16, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65112, Indonesia;Hotel;Upscale quarters in a genteel 1930s hotel featuring a formal restaurant, an outdoor pool & a spa.;Malang City;1763;4.7;5-star hotel;65112;https://lh5.googleusercontent.com/p/AF1QipMdgy_t-6hqtg47kfkGIGcrZ-sAlpgklSnr3BeK=w408-h272-k-no;https://www.google.com/maps/search/?api=1&query=The%20Shalimar%20Boutique%20Hotel%20Malang&query_place_id=ChIJCdMU2igo1i0Rg6b1qRjKWPM;-7.9700247;112.6251707;+62 341 324989;;;;;;;;;;;;;;
ChIJ_5NdLQAp1i0RFjT8SP6ttYI;Youkata Stay Hotel Malang;Jl. W.R. Supratman No.22, Rampal Celaket, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia;Hostel;;Malang City;67;4.9;;65111;https://lh5.googleusercontent.com/p/AF1QipOVwzpimEQ7ZTJhaaDbCXajTbtE3-iOmQ_aLvS-=w408-h544-k-no;https://www.google.com/maps/search/?api=1&query=Youkata%20Stay%20Hotel%20Malang&query_place_id=ChIJ_5NdLQAp1i0RFjT8SP6ttYI;-7.9658718;112.6369394;+62 812-9292-1598;;;;;;;;;;;;;;
ChIJr-IebK0p1i0RS8VZt8LpVww;Pondok Backpacker City Square;Ruko Pertokoan Kayu Tangan, blok 6 Jl. Jenderal Basuki Rahmat No.C 8, Kauman, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia;Hostel;;Malang City;51;4.7;1-star hotel;65119;https://lh5.googleusercontent.com/p/AF1QipNSbJSTm-YKYfgGDlAwWa-WmNhZdryA_yK0Q56L=w408-h272-k-no;https://www.google.com/maps/search/?api=1&query=Pondok%20Backpacker%20City%20Square&query_place_id=ChIJr-IebK0p1i0RS8VZt8LpVww;-7.979536;112.6306939;+62 878-4679-8276;;;;;;;;;;;;;;
ChIJXQlGFSUo1i0RU0poiDpUDKk;Kartika Graha Hotel;Jl. Jaksa Agung Suprapto No.17, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65112, Indonesia;Hotel;Unpretentious hotel offering a cafe, a karaoke bar & an outdoor pool, plus a spa & free Wi-Fi.;Malang City;2069;4.1;3-star hotel;65112;http://media.staticontent.com/media/pictures/a3df206c-d973-4b1d-81d7-a9d878680ff1;https://www.google.com/maps/search/?api=1&query=Kartika%20Graha%20Hotel&query_place_id=ChIJXQlGFSUo1i0RU0poiDpUDKk;-7.973367;112.630233;+62 341 361900;;;;;;;;;;;;;;
ChIJZdycKUQp1i0R9ISPtgWEoxE;CUBIC ONE CAPSULE;Jl. Candi Sari III No.6, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142, Indonesia;Hostel;;Malang City;26;4.9;;65142;https://lh5.googleusercontent.com/p/AF1QipP3T1MjAHOIix5PtweQ50u7rhf1Jrv-DCRaB7AA=w408-h349-k-no;https://www.google.com/maps/search/?api=1&query=CUBIC%20ONE%20CAPSULE&query_place_id=ChIJZdycKUQp1i0R9ISPtgWEoxE;-7.9418552;112.6320865;+62 811-3665-063;;;;;;;;;;;;;;
ChIJuwGVzSco1i0R2DzO_Q2avzI;Kertanegara Premium Guest House;Jl. Semeru No.59, Gading Kasri, Kec. Klojen, Kota Malang, Jawa Timur 65115, Indonesia;Guest house;Understated lodging in a simple hotel with a relaxed TV lounge & a polished lobby.;Malang City;990;4.4;3-star hotel;65115;https://images.trvl-media.com/lodging/7000000/6010000/6001400/6001390/d61c8431_z.jpg;https://www.google.com/maps/search/?api=1&query=Kertanegara%20Premium%20Guest%20House&query_place_id=ChIJuwGVzSco1i0R2DzO_Q2avzI;-7.972886;112.6224259;+62 813-3331-5177;;;;;;;;;;;;;;
ChIJ6WDW9zoo1i0RY2w4Qq79Ako;Helios Hotel;Jl. Patimura No.37, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia;Hotel;Laid-back accommodations, plus a rooftop restaurant/bar & a garden with fish ponds.;Malang City;837;4;2-star hotel;65111;https://lh5.googleusercontent.com/p/AF1QipMtVWnNb2kpu_sxKZL_SsuI2PuW1VsLaAlHe3wP=w426-h240-k-no;https://www.google.com/maps/search/?api=1&query=Helios%20Hotel&query_place_id=ChIJ6WDW9zoo1i0RY2w4Qq79Ako;-7.9732008;112.6346938;+62 812-1111-5787;;;;;;;;;;;;;;
ChIJ6YdgJmIp1i0RTpELR69Bw6M;Bedpackers Hostel Malang;Jl. Jaksa Agung Suprapto No.50a, Rampal Celaket, Kec. Klojen, Kota Malang, Jawa Timur 65112, Indonesia;Hostel;;Malang City;98;4.3;;65112;https://lh5.googleusercontent.com/p/AF1QipPHX5Ibwm4REfPne4hGE6jUjV1UlIzXSL-Y9njE=w408-h272-k-no;https://www.google.com/maps/search/?api=1&query=Bedpackers%20Hostel%20Malang&query_place_id=ChIJ6YdgJmIp1i0RTpELR69Bw6M;-7.9666643;112.6338727;+62 858-4378-3700;;;;;;;;;;;;;;
ChIJ9eKr6C8p1i0RWhOdOuoqrPA;M-Suite Homestay;Jl. Aries Munandar No.23, Kiduldalem, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia;Homestay;;Malang City;283;4.5;2-star hotel;65119;https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/83/35/36/oyo-272-m-suite-homestay.jpg?w=1400&h=1000&s=1;https://www.google.com/maps/search/?api=1&query=M-Suite%20Homestay&query_place_id=ChIJ9eKr6C8p1i0RWhOdOuoqrPA;-7.9813832;112.6337665;+62 811-3612-005;;;;;;;;;;;;;;
ChIJG8ZSemAo1i0RQcUQZCGMkys;Griya Gribig Guest House Mitra RedDoorz;Jl. Ki Ageng Gribig No.100, Madyopuro, Kec. Kedungkandang, Kota Malang, Jawa Timur 65139, Indonesia;Hostel;Unassuming rooms & suites in a modest hotel featuring parking, Wi-Fi & breakfast.;Malang City;379;4.4;;65139;https://cdn.worldota.net/t/1024x768/content/45/1d/451d8bd9e8af93782fb581b241b14baf24d5d1f8.jpeg;https://www.google.com/maps/search/?api=1&query=Griya%20Gribig%20Guest%20House%20Mitra%20RedDoorz&query_place_id=ChIJG8ZSemAo1i0RQcUQZCGMkys;-7.9803516;112.6651629;+62 895-4173-00072;;;;;;;;;;;;;;
ChIJ8WF-RZ2CeC4R014EOo44uFE;De'Corner Guest House;Jl. Telomoyo No.1, Gading Kasri, Kec. Klojen, Kota Malang, Jawa Timur 65115, Indonesia;Hotel;Warmly furnished rooms in a polished hotel offering complimentary breakfast & parking.;Malang City;1048;4.5;3-star hotel;65115;https://lh5.googleusercontent.com/p/AF1QipOl1FWUiQwXQFdV7NwMpHvL9Vx7GapUB2-LglEh=w408-h306-k-no;https://www.google.com/maps/search/?api=1&query=De'Corner%20Guest%20House&query_place_id=ChIJ8WF-RZ2CeC4R014EOo44uFE;-7.9731135;112.6184562;+62 341 559000;;;;;;;;;;;;;;
ChIJ9wfkCAAp1i0RYpTiAfEd10Y;DJURAGAN KAMAR SUHAT;Ruko Soekarno Hatta, SBC A10, Jatimulyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia;Hostel;;Malang City;13;3.4;;65141;https://images.trvl-media.com/lodging/101000000/100060000/100053400/100053310/92da44df_z.jpg;https://www.google.com/maps/search/?api=1&query=DJURAGAN%20KAMAR%20SUHAT&query_place_id=ChIJ9wfkCAAp1i0RYpTiAfEd10Y;-7.9429625;112.6205234;;;;;;;;;;;;;;;
ChIJH3XEXi4o1i0RiZd32zrp7mE;Gets Hotel Malang;Jl. Brigjend Slamet Riadi No.38, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia;Hotel;Streamlined rooms in a straightforward hotel with an outdoor pool & a fitness center.;Malang City;3146;4.4;3-star hotel;65119;https://images.trvl-media.com/lodging/14000000/13410000/13402000/13401971/3e798bd1_z.jpg;https://www.google.com/maps/search/?api=1&query=Gets%20Hotel%20Malang&query_place_id=ChIJH3XEXi4o1i0RiZd32zrp7mE;-7.9715171;112.6288385;+62 341 352777;;;;;;;;;;;;;;
ChIJ_5XiRzQo1i0RZOc_oqG8lbE;Pondok Backpacker Dormitory Hostel;Jl. Tumenggung Suryo No.28, Bunulrejo, Kec. Blimbing, Kota Malang, Jawa Timur 65111, Indonesia;Hostel;;Malang City;297;4.4;2-star hotel;65111;https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/fe/c6/33/pondok-backpacker-hostel.jpg?w=2100&h=1400&s=1;https://www.google.com/maps/search/?api=1&query=Pondok%20Backpacker%20Dormitory%20Hostel&query_place_id=ChIJ_5XiRzQo1i0RZOc_oqG8lbE;-7.9647102;112.6399369;+62 888-3339-960;;;;;;;;;;;;;;
ChIJ6WOYbWAp1i0RQl7v15DmJCE;Karjo Homestay;Jl. Sulfat Indah II No.23 B1, Pandanwangi, Kec. Blimbing, Kota Malang, Jawa Timur 65124, Indonesia;Hostel;;Malang City;1;3;;65124;https://lh5.googleusercontent.com/p/AF1QipO_8p68vLjWc2hUhQnEG_4LzgUqeBKN4Yhwj-yL=w408-h544-k-no;https://www.google.com/maps/search/?api=1&query=Karjo%20Homestay&query_place_id=ChIJ6WOYbWAp1i0RQl7v15DmJCE;-7.9613015;112.6535347;+62 818-0381-1385;;;;;;;;;;;;;;
ChIJqUpiLDIo1i0RjMh_mjn59Mk;Palmyra Homestay;Jl. Jaksa Agung Suprapto III No.1, Rampal Celaket, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia;Hostel;Simple dorms & rooms in an unassuming hostel offering a pool table, movie nights & a shared kitchen.;Malang City;143;4.5;1-star hotel;65111;https://lh5.googleusercontent.com/p/AF1QipP7Ov7GN6UGPIblHsVOVixHXpEEb36xfObbeJc2=w408-h272-k-no;https://www.google.com/maps/search/?api=1&query=Palmyra%20Homestay&query_place_id=ChIJqUpiLDIo1i0RjMh_mjn59Mk;-7.9658979;112.6346316;+62 895-2900-3534;;;;;;;;;;;;;;
ChIJmRArfd-DeC4RfPgo6zHOuZo;ritz packer lodge;Jl. Simp. Bandulan Bar. No.4, Bandulan, Kec. Sukun, Kota Malang, Jawa Timur 65146, Indonesia;Hostel;;Malang City;0;0;;65146;https://lh5.googleusercontent.com/p/AF1QipNvBI9MKQLIItCBEdEEzwCYFnBhrntc4J39uWMb=w408-h544-k-no;https://www.google.com/maps/search/?api=1&query=ritz%20packer%20lodge&query_place_id=ChIJmRArfd-DeC4RfPgo6zHOuZo;-7.9803759;112.5993358;+62 851-9500-0503;;;;;;;;;;;;;;
ChIJoeAFTx0p1i0R_vBX1zzagKQ;Shelter Hostel Malang;Jl. Suropati No.27, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia;Lodge;Laid-back hostel offering funky dorms & private rooms with shared bathrooms, plus a colorful cafe.;Malang City;142;4.9;;65119;https://lh5.googleusercontent.com/p/AF1QipOpPK5P_yWyJajawanc9-fX8ALxWofBZnGuWQqt=w408-h306-k-no;https://www.google.com/maps/search/?api=1&query=Shelter%20Hostel%20Malang&query_place_id=ChIJoeAFTx0p1i0R_vBX1zzagKQ;-7.9734603;112.634562;+62 341 364000;;;;;;;;;;;;;;
ChIJHzweG3cp1i0R7VukDvTpFqg;RedDoorz Hostel near Malang Train Station 3;Jl. Kahuripan No.22, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia;Hotel;Streamlined dorms featuring shared bathrooms in a modest hostel with a terrace, Wi-Fi & a TV lounge.;Malang City;216;4;;65111;https://lh5.googleusercontent.com/p/AF1QipNnUlzswtN9gTFbM2woisknC3ExcQjpxsvYf4KV=w408-h272-k-no;https://www.google.com/maps/search/?api=1&query=RedDoorz%20Hostel%20near%20Malang%20Train%20Station%203&query_place_id=ChIJHzweG3cp1i0R7VukDvTpFqg;-7.9763046;112.6301146;+62 21 80629666;;;;;;;;;;;;;;
ChIJs-1OnokNeC4RdbY2cqcd4FI;Splendid Inn Hotel;Jl. Majapahit No.4, Kauman, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia;Hotel;;Malang City;466;4.2;1-star hotel;65119;https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/67/5f/22/rusty-everything.jpg?w=2100&h=1200&s=1;https://www.google.com/maps/search/?api=1&query=Splendid%20Inn%20Hotel&query_place_id=ChIJs-1OnokNeC4RdbY2cqcd4FI;-7.9776301;112.6332811;+62 341 366860;;;;;;;;;;;;;;
